Date
3/19/1896 5:05 PM
3/19/1897 10:58 PM
3/20/1898 4:48 AM
3/20/1899 10:28 AM
3/20/1900 4:21 PM
3/20/1901 10:23 PM
3/21/1902 4:16 AM
3/21/1903 10:14 AM
3/20/1904 3:58 PM
3/20/1905 9:57 PM
3/21/1906 3:52 AM
3/21/1907 9:32 AM
3/20/1908 3:27 PM
3/20/1909 9:12 PM
3/21/1910 3:02 AM
3/21/1911 8:54 AM
3/20/1912 2:29 PM
3/20/1913 8:17 PM
3/21/1914 2:10 AM
3/21/1915 7:51 AM
3/20/1916 1:46 PM
3/20/1917 7:37 PM
3/21/1918 1:25 AM
3/21/1919 7:19 AM
3/20/1920 12:59 PM
3/20/1921 6:50 PM
3/21/1922 12:48 AM
3/21/1923 6:28 AM
3/20/1924 12:20 PM
3/20/1925 6:12 PM
3/21/1926 12:01 AM
3/21/1927 5:59 AM
3/20/1928 11:44 AM
3/20/1929 5:34 PM
3/20/1930 11:29 PM
3/21/1931 5:06 AM
3/20/1932 10:53 AM
3/20/1933 4:42 PM
3/20/1934 10:27 PM
3/21/1935 4:17 AM
3/20/1936 9:57 AM
3/20/1937 3:44 PM
3/20/1938 9:43 PM
3/21/1939 3:28 AM
3/20/1940 9:23 AM
3/20/1941 3:20 PM
3/20/1942 10:10 PM
3/21/1943 4:02 AM
3/20/1944 9:48 AM
3/20/1945 3:37 PM
3/20/1946 8:32 PM
3/21/1947 2:12 AM
3/20/1948 7:56 AM
3/20/1949 1:47 PM
3/20/1950 7:35 PM
3/21/1951 1:25 AM
3/20/1952 7:13 AM
3/20/1953 1:00 PM
3/20/1954 6:53 PM
3/21/1955 12:35 AM
3/20/1956 6:20 AM
3/20/1957 12:16 PM
3/20/1958 6:05 PM
3/20/1959 11:54 PM
3/20/1960 5:42 AM
3/20/1961 11:31 AM
3/20/1962 5:29 PM
3/20/1963 11:19 PM
3/20/1964 5:09 AM
3/20/1965 11:04 AM
3/20/1966 4:52 PM
3/20/1967 10:36 PM
3/20/1968 4:21 AM
3/20/1969 10:08 AM
3/20/1970 3:56 PM
3/20/1971 9:38 PM
3/20/1972 3:21 AM
3/20/1973 9:12 AM
3/20/1974 4:06 PM
3/20/1975 9:56 PM
3/20/1976 3:49 AM
3/20/1977 9:42 AM
3/20/1978 3:33 PM
3/20/1979 9:22 PM
3/20/1980 3:09 AM
3/20/1981 9:02 AM
3/20/1982 2:55 PM
3/20/1983 8:38 PM
3/20/1984 2:24 AM
3/20/1985 8:13 AM
3/20/1986 2:02 PM
3/20/1987 7:51 PM
3/20/1988 1:38 AM
3/20/1989 7:28 AM
3/20/1990 1:19 PM
3/20/1991 7:01 PM
3/20/1992 12:47 AM
3/20/1993 6:40 AM
3/20/1994 12:27 PM
3/20/1995 6:14 PM
3/20/1996 12:03 AM
3/20/1997 5:54 AM
3/20/1998 11:54 AM
3/20/1999 5:45 PM
3/19/2000 11:35 PM
3/20/2001 5:30 AM
3/20/2002 11:16 AM
3/20/2003 4:59 PM
3/19/2004 10:48 PM
3/20/2005 4:33 AM
3/20/2006 10:25 AM
3/20/2007 5:07 PM
3/19/2008 10:48 PM
3/20/2009 4:43 AM
3/20/2010 10:32 AM
3/20/2011 4:20 PM
3/19/2012 10:14 PM
3/20/2013 4:01 AM
3/20/2014 9:57 AM
3/20/2015 3:45 PM
3/19/2016 9:30 PM
3/20/2017 3:28 AM
3/20/2018 9:15 AM
